"Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","BodyMass.Value"
"Maxomys panglima","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,5.24702407216049
"Maxomys rajah","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,5.01893409691095
"Maxomys surifer","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,5.01972717077447
"Maxomys inas","Muridae",10,0,0,0,10,0,30,0,20,30,1,0,0,4.51085950651685
"Melomys fulgens","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.58802402715312
"Melomys lutillus","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys aerosus","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.58802402715312
"Melomys arcium","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys bannisteri","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys bougainville","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.46590811865458
"Melomys burtoni","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.24132675257075
"Melomys capensis","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.26267987704132
"Melomys caurinus","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.91998092582813
"Melomys cervinipes","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.36944785246702
"Melomys cooperae","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys dollmani","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.52471906159046
"Melomys fraterculus","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,3.8877303128591
"Melomys leucogaster","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.69592454925656
"Melomys howi","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys talaudium","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys matambuai","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.98360662170834
"Melomys obiensis","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.27666611901606
"Melomys paveli","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys rubicola","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.61512051684126
"Melomys rufescens","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.27039650600246
"Melomys spechti","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Melomys frigicola","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.47369382319971
"Micaelamys granti","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,3.71357206670431
"Micaelamys namaquensis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.06216566385787
"Muriculus imberbis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,2.9704144655697
"Nilopegamys plumbeus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.44265125649032
"Niviventer andersoni","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.99721227376411
"Niviventer confucianus","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.18965474202643
"Niviventer brahma","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.58802402715312
"Niviventer rapit","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.47449186234598
"Niviventer hinpoon","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.12713438504509
"Niviventer niviventer","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.61512051684126
"Niviventer lepturus","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.45201900649392
"Niviventer langbianis","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.25985900069967
"Niviventer fulvescens","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.4254452550414
"Niviventer excelsior","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.63472898822964
"Niviventer eha","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.00003388275086
"Niviventer culturatus","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.4087902719431
"Niviventer cremoriventer","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.25858700561615
"Niviventer coninga","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.40244181941647
"Niviventer tenaster","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.64439089914137
"Niviventer fraternus","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.43153082957697
"Niviventer cameroni","Muridae",20,0,0,0,0,0,20,0,20,40,1,0,0,4.43153082957697
"Notomys fuscus","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.58351893845611
"Notomys mordax","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,4.51085950651685
"Notomys mitchellii","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.97029191355212
"Notomys macrotis","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,4.51085950651685
"Notomys longicaudatus","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,4.61512051684126
"Notomys cervinus","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.58351893845611
"Notomys aquilo","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.68887945411394
"Notomys amplus","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,4.51085950651685
"Notomys alexis","Muridae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.58351893845611
"Palawanomys furvus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.31628739295979
"Papagomys theodorverhoeveni","Muridae",20,0,0,0,0,0,30,0,0,50,1,0,0,4.28123898086119
"Papagomys armandvillei","Muridae",20,0,0,0,0,0,30,0,0,50,1,0,0,4.31481788498043
"Paraleptomys wilhelmina","Muridae",10,0,0,0,0,0,10,0,20,60,1,1,1,3.52636052461616
"Paraleptomys rufilatus","Muridae",10,0,0,0,0,0,10,0,20,60,1,1,1,4.02535169073515
"Paramelomys mollis","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.51140880617362
"Paramelomys moncktoni","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.40133894570625
"Paramelomys naso","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.44839941003814
"Paramelomys levipes","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.42855233211082
"Paramelomys platyops","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.46129981556839
"Paramelomys rubex","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,3.87452880100057
"Paramelomys steini","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.44839941003814
"Paramelomys lorentzii","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.01727983681492
"Paramelomys gressitti","Muridae",0,0,0,0,0,0,60,0,0,40,1,0,0,4.44839941003814
"Paruromys dominator","Muridae",0,0,0,0,0,0,100,0,0,0,1,0,0,5.78784784977387
"Pithecheirops otion","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.28123898086119
"Pogonomelomys mayeri","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.70682383971459
"Pogonomelomys bruijni","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.41896108246694
"Rattus novaeguineae","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.89783979995091
"Rattus lutreolus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.67282883446191
"Rattus sanila","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus salocco","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus praetor","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.32364392449405
"Rattus palmarum","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,6.19847871649231
"Rattus omichlodes","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.26296152751494
"Rattus simalurensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.03773151975796
"Rattus norvegicus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.8269730852114
"Rattus nitidus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.90156419904189
"Rattus pyctoris","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus ranjiniae","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.79579054559674
"Rattus nativitatis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus morotaiensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.00562275227271
"Rattus osgoodi","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.54329478227
"Rattus tiomanicus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.87489193306288
"Rattus xanthurus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.71702770140622
"Rattus villosissimus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.90527477843843
"Rattus rattus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.43864436663931
"Rattus pelurus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.14324125864428
"Rattus satarae","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus pococki","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus mordax","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.44241771052179
"Rattus timorensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.08338997000517
"Rattus tawitawiensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.19849703126583
"Rattus tanezumi","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.90527477843843
"Rattus stoicus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.78074351579233
"Rattus steini","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.04985600724954
"Rattus sordidus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.06575459331733
"Rattus tunneyi","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.8283137373023
"Rattus montanus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.91998092582813
"Rattus exulans","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,3.87763857856632
"Rattus everetti","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.54529462511364
"Rattus enganus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.72358510195238
"Rattus elaphinus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.88544992867311
"Rattus colletti","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.12713438504509
"Rattus feliceus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.7268477475872
"Rattus blangorum","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus bontanus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.48063892334199
"Rattus arrogans","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus argentiventer","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.898809478914
"Rattus arfakiensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus annandalei","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.38035807688425
"Rattus andamanensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus adustus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.06890420222023
"Rattus burrus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.03239678587777
"Rattus jobiensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.9427993751267
"Rattus mindorensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.91998092582813
"Rattus macleari","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.01701490106029
"Rattus lugens","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.41610040220442
"Rattus losea","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.35670882668959
"Rattus leucopus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.15172968170519
"Rattus korinchi","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.88280192258637
"Rattus fuscipes","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.89783979995091
"Rattus koopmani","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.02650864325255
"Rattus mollicomulus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.02886806235731
"Rattus marmosurus","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.38449506278909
"Rattus baluensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.69820505195528
"Rattus hoogerwerfi","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.11198778835654
"Rattus hoffmanni","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,4.99721227376411
"Rattus hainaldi","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.05318379734221
"Rattus giluwensis","Muridae",30,0,0,0,0,0,20,0,40,10,1,0,0,5.14096155577183
"Rhabdomys dilectus","Muridae",20,0,0,0,0,0,20,0,40,20,0,0,1,3.74052268726577
"Rhabdomys pumilio","Muridae",20,0,0,0,0,0,20,0,40,20,0,0,1,3.74052268726577
"Rhagamys orthodon","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.28123898086119
"Solomys salebrosus","Muridae",0,0,0,0,0,0,50,50,0,0,1,0,0,5.98645200528444
"Solomys sapientis","Muridae",0,0,0,0,0,0,50,50,0,0,1,0,0,6.00012692018663
"Solomys salamonis","Muridae",0,0,0,0,0,0,50,50,0,0,1,0,0,6.0156692358048
"Solomys ponceleti","Muridae",0,0,0,0,0,0,50,50,0,0,1,0,0,6.90875477931522
"Solomys spriggsarum","Muridae",0,0,0,0,0,0,50,50,0,0,1,0,0,6.44743263738925
"Sommeromys macrorhinos","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.28123898086119
"Srilankamys ohiensis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.38514676201012
"Stochomys longicaudatus","Muridae",10,0,0,0,0,0,80,0,0,10,1,0,0,4.27597143333338
"Sundamys maxi","Muridae",20,0,10,0,0,0,30,0,0,40,1,0,0,5.89164421182577
"Sundamys muelleri","Muridae",20,0,10,0,0,0,30,0,0,40,1,0,0,5.62282546024273
"Sundamys infraluteus","Muridae",20,0,10,0,0,0,30,0,0,40,1,0,0,6.03906352590726
"Taeromys punicans","Muridae",30,0,0,0,0,0,40,0,0,30,1,0,0,4.93447393313069
"Taeromys callitrichus","Muridae",30,0,0,0,0,0,40,0,0,30,1,0,0,5.605802066296
"Taeromys taerae","Muridae",30,0,0,0,0,0,40,0,0,30,1,0,0,5.51342874616498
"Taeromys microbullatus","Muridae",30,0,0,0,0,0,50,0,0,20,1,0,0,5.4243330871309
"Taeromys hamatus","Muridae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.28320372873799
"Taeromys arcuatus","Muridae",30,0,0,0,0,0,40,0,0,30,1,0,0,5.42934562895444
"Taeromys celebensis","Muridae",30,0,0,0,0,0,40,0,0,30,1,0,0,5.78074351579233
"Thallomys loringi","Muridae",0,0,0,0,0,0,20,10,10,60,0,1,0,4.21138658265377
"Thallomys shortridgei","Muridae",0,0,0,0,0,0,20,10,10,60,0,1,0,4.22200458537469
"Thallomys nigricauda","Muridae",0,0,0,0,0,0,20,10,10,60,0,1,0,4.8338981155962
"Thallomys paedulcus","Muridae",0,0,0,0,0,0,20,10,10,60,0,1,0,4.40060302024682
"Tokudaia muenninki","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,5.18402822014591
"Tokudaia osimensis","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.87213921684233
"Tryphomys adustus","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,4.92340571148333
"Uromys siebersi","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.25868239845866
"Uromys boeadii","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.25868239845866
"Uromys anak","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.50053863783517
"Uromys hadrourus","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,5.27299955856375
"Uromys emmae","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.25868239845866
"Uromys neobritannicus","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.41916396409962
"Uromys caudimaculatus","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.40976361319623
"Uromys porculus","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.25868239845866
"Uromys rex","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.04263283368238
"Uromys imperator","Muridae",0,0,0,0,0,0,50,0,30,20,0,0,1,6.90875477931522
"Vandeleuria nilagirica","Muridae",0,0,0,0,0,0,40,0,0,60,1,0,0,3.2104403460471
"Vandeleuria nolthenii","Muridae",0,0,0,0,0,0,40,0,0,60,1,0,0,4.05352256770185
"Vandeleuria oleracea","Muridae",0,0,0,0,0,0,40,0,0,60,1,0,0,2.39789527279837
"Vernaya fulva","Muridae",10,0,0,0,0,0,10,0,20,60,1,0,0,3.25231060095444
"Xenuromys barbatus","Muridae",30,0,0,0,0,0,40,0,30,0,0,1,0,6.90875477931522
"Myotomys sloggetti","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.67516255780813
"Myotomys unisulcatus","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.63957161270542
"Otomys irroratus","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.77929154621671
"Otomys typus","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.75737611887742
"Otomys tropicalis","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.69893371580025
"Otomys saundersiae","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.64439089914137
"Otomys orestes","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys occidentalis","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.76020618808762
"Otomys maximus","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,0,5.26269018890489
"Otomys laminatus","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.98360662170834
"Otomys angoniensis","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.81137101657199
"Otomys jacksoni","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys uzungwensis","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys dollmani","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys denti","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.79579054559674
"Otomys dartmouthi","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys cuanzensis","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys burtoni","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys barbouri","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Otomys anchietae","Muridae",0,0,0,0,0,0,10,0,10,80,1,1,1,4.76131886847802
"Otomys lacustris","Muridae",0,0,0,0,0,0,20,0,20,60,1,1,1,4.85359154448657
"Platacanthomys lasiurus","Platacanthomyidae",0,0,0,0,0,0,40,0,30,30,1,0,0,4.33073334028633
"Typhlomys cinereus","Platacanthomyidae",0,0,0,0,0,0,40,0,30,30,1,0,0,3.47196645255036
"Rhizomys sinensis","Spalacidae",0,0,0,0,0,0,30,0,30,40,1,0,0,6.76388490856244
"Rhizomys sumatrensis","Spalacidae",0,0,0,0,0,0,30,0,30,40,1,0,0,7.39387829010776
"Rhizomys pruinosus","Spalacidae",0,0,0,0,0,0,30,0,30,40,1,0,0,7.80425138352811
"Anomalurus beecrofti","Anomaluridae",10,0,0,0,0,0,40,10,0,40,1,0,0,5.96614673912369
"Anomalurus derbianus","Anomaluridae",10,0,0,0,0,0,40,10,0,40,1,0,0,6.47849428110749
"Anomalurus pelii","Anomaluridae",10,0,0,0,0,0,40,10,0,40,1,0,0,7.47929399123951
"Anomalurus pusillus","Anomaluridae",10,0,0,0,0,0,40,10,0,40,1,0,0,5.52545293913178
"Idiurus macrotis","Anomaluridae",0,0,0,0,0,0,100,0,0,0,1,0,0,3.43398720448515
"Idiurus zenkeri","Anomaluridae",0,0,0,0,0,0,100,0,0,0,1,0,0,4.61512051684126
"Atherurus macrourus","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,7.60140233458373
"Atherurus africanus","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,7.56786260546388
"Hystrix africaeaustralis","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,9.61159797426635
"Hystrix cristata","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,9.69590972432601
"Hystrix indica","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,9.42841751066911
"Hystrix brachyura","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,9.04204005654448
"Hystrix javanica","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,10.0439197050529
"Hystrix pumila","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,7.91607809630279
"Hystrix crassispinis","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.60264218184872
"Hystrix sumatrae","Hystricidae",0,0,0,0,0,0,20,0,0,80,1,0,0,8.08978917578932
"Trichys fasciculata","Hystricidae",0,0,0,0,0,0,30,0,0,70,1,0,0,7.4121603349452
"Petromus typicus","Petromuridae",0,0,0,0,0,0,30,0,30,40,0,1,1,5.41610040220442
"Phyllomys medius","Echimyidae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.70154664371462
"Phyllomys mantiqueirensis","Echimyidae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.70154664371462
"Phyllomys lundi","Echimyidae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.70154664371462
"Phyllomys unicolor","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.08677472691231
"Phyllomys nigrispinus","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.4174328474382
"Phyllomys thomasi","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.22086846139301
"Phyllomys blainvillii","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.49839697826369
"Phyllomys brasiliensis","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.74776746163759
"Phyllomys dasythrix","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.56452040732269
"Phyllomys kerri","Echimyidae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.70154664371462
"Phyllomys lamarum","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.37615765066637
"Phyllomys pattoni","Echimyidae",0,0,0,0,0,0,60,0,0,40,1,0,0,5.70154664371462
"Callistomys pictus","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.25380958062133
"Diplomys rufodorsalis","Echimyidae",0,0,0,0,0,0,50,0,50,0,1,0,0,4.98223581957456
"Diplomys labilis","Echimyidae",0,0,0,0,0,0,50,0,50,0,1,0,0,5.43153621033426
"Diplomys caniceps","Echimyidae",0,0,0,0,0,0,50,0,50,0,1,0,0,5.98015078720771
"Echimys chrysurus","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.48234253306428
"Echimys semivillosus","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.30330490805908
"Echimys saturnus","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.44238091812006
"Isothrix sinnamariensis","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.67925068246687
"Isothrix pagurus","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.35185813347607
"Isothrix negrensis","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.7103276746922
"Isothrix bistriata","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,6.10031895202006
"Makalata grandis","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.37161184723186
"Makalata rhipidura","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.75574221358691
"Makalata occasius","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,5.7785497532292
"Makalata macrura","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,6.08677472691231
"Makalata didelphoides","Echimyidae",0,0,0,0,0,0,50,0,50,0,1,0,0,5.99061418565314
"Makalata obscura","Echimyidae",0,0,0,0,0,0,80,0,0,20,1,0,0,4.69134788222914
"Clyomys bishopi","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,3.43398720448515
"Clyomys laticeps","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.30826769740121
"Euryzygomatomys spinosus","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.23909800688807
"Lonchothrix emiliae","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,4.93591174790032
"Mesomys stimulax","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,4.69134788222914
"Mesomys hispidus","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,5.17048399503815
"Mesomys occultus","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,4.8508577017372
"Mesomys leniceps","Echimyidae",0,0,0,0,0,0,30,0,20,50,1,0,0,4.69134788222914
"Proechimys pattoni","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.68030911847056
"Proechimys oconnelli","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys trinitatus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.69423706181267
"Proechimys urichi","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys steerei","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys guairae","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.99396142730657
"Proechimys simonsi","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys semispinosus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.89026204159882
"Proechimys roberti","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.6559568451736
"Proechimys poliopus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys decumanus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys goeldii","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
"Proechimys quadruplicatus","Echimyidae",0,0,0,0,0,0,20,0,10,70,1,0,0,5.65599181081985
